Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Essex,E10000012,Upper tier local authority,26/03/2020,62,353
Gateshead,E08000037,Upper tier local authority,26/03/2020,10,28
Gloucestershire,E10000013,Upper tier local authority,26/03/2020,15,118
Greenwich,E09000011,Upper tier local authority,26/03/2020,11,162
Hackney,E09000012,Upper tier local authority,26/03/2020,23,163
Halton,E06000006,Upper tier local authority,26/03/2020,2,18
Hammersmith and Fulham,E09000013,Upper tier local authority,26/03/2020,24,155
Hampshire,E10000014,Upper tier local authority,26/03/2020,56,430
Haringey,E09000014,Upper tier local authority,26/03/2020,9,149
Harrow,E09000015,Upper tier local authority,26/03/2020,30,249
Hartlepool,E06000001,Upper tier local authority,26/03/2020,1,6
Havering,E09000016,Upper tier local authority,26/03/2020,11,110
"Herefordshire, County of",E06000019,Upper tier local authority,26/03/2020,1,25
Hertfordshire,E10000015,Upper tier local authority,26/03/2020,49,382
Hillingdon,E09000017,Upper tier local authority,26/03/2020,20,168
Hounslow,E09000018,Upper tier local authority,26/03/2020,15,160
Isle of Wight,E06000046,Upper tier local authority,26/03/2020,1,12
Islington,E09000019,Upper tier local authority,26/03/2020,8,143
Kensington and Chelsea,E09000020,Upper tier local authority,26/03/2020,22,149
Kent,E10000016,Upper tier local authority,26/03/2020,55,318
"Kingston upon Hull, City of",E06000010,Upper tier local authority,26/03/2020,3,11
Kingston upon Thames,E09000021,Upper tier local authority,26/03/2020,13,90
Kirklees,E08000034,Upper tier local authority,26/03/2020,11,55
Knowsley,E08000011,Upper tier local authority,26/03/2020,6,31
Lambeth,E09000022,Upper tier local authority,26/03/2020,43,358
Lancashire,E10000017,Upper tier local authority,26/03/2020,63,262
Leeds,E08000035,Upper tier local authority,26/03/2020,21,117
Leicester,E06000016,Upper tier local authority,26/03/2020,13,82
Leicestershire,E10000018,Upper tier local authority,26/03/2020,16,160
Lewisham,E09000023,Upper tier local authority,26/03/2020,25,215
Lincolnshire,E10000019,Upper tier local authority,26/03/2020,23,90
Liverpool,E08000012,Upper tier local authority,26/03/2020,34,173
Luton,E06000032,Upper tier local authority,26/03/2020,9,77
Manchester,E08000003,Upper tier local authority,26/03/2020,22,103
Medway,E06000035,Upper tier local authority,26/03/2020,11,83
Merton,E09000024,Upper tier local authority,26/03/2020,14,173
Middlesbrough,E06000002,Upper tier local authority,26/03/2020,7,24
Milton Keynes,E06000042,Upper tier local authority,26/03/2020,7,88
Newcastle upon Tyne,E08000021,Upper tier local authority,26/03/2020,19,125
Newham,E09000025,Upper tier local authority,26/03/2020,38,195
Norfolk,E10000020,Upper tier local authority,26/03/2020,26,114
North East Lincolnshire,E06000012,Upper tier local authority,26/03/2020,3,18
North Lincolnshire,E06000013,Upper tier local authority,26/03/2020,3,12
North Somerset,E06000024,Upper tier local authority,26/03/2020,3,31
North Tyneside,E08000022,Upper tier local authority,26/03/2020,6,37
North Yorkshire,E10000023,Upper tier local authority,26/03/2020,12,89
Northamptonshire,E10000021,Upper tier local authority,26/03/2020,21,150
Northumberland,E06000057,Upper tier local authority,26/03/2020,12,48
Nottingham,E06000018,Upper tier local authority,26/03/2020,16,87
Nottinghamshire,E10000024,Upper tier local authority,26/03/2020,36,167
Oldham,E08000004,Upper tier local authority,26/03/2020,14,85
Oxfordshire,E10000025,Upper tier local authority,26/03/2020,26,169
Peterborough,E06000031,Upper tier local authority,26/03/2020,4,26
Plymouth,E06000026,Upper tier local authority,26/03/2020,9,38
Portsmouth,E06000044,Upper tier local authority,26/03/2020,5,72
Reading,E06000038,Upper tier local authority,26/03/2020,7,43
Redbridge,E09000026,Upper tier local authority,26/03/2020,15,137
Redcar and Cleveland,E06000003,Upper tier local authority,26/03/2020,6,20
Richmond upon Thames,E09000027,Upper tier local authority,26/03/2020,12,102
Rochdale,E08000005,Upper tier local authority,26/03/2020,15,65
Rotherham,E08000018,Upper tier local authority,26/03/2020,16,77
Rutland,E06000017,Upper tier local authority,26/03/2020,1,3
Salford,E08000006,Upper tier local authority,26/03/2020,18,95
Sandwell,E08000028,Upper tier local authority,26/03/2020,14,143
Sefton,E08000014,Upper tier local authority,26/03/2020,12,64
Sheffield,E08000019,Upper tier local authority,26/03/2020,47,425
Shropshire,E06000051,Upper tier local authority,26/03/2020,14,70
Slough,E06000039,Upper tier local authority,26/03/2020,12,90
Solihull,E08000029,Upper tier local authority,26/03/2020,17,78
Somerset,E10000027,Upper tier local authority,26/03/2020,7,44
South Gloucestershire,E06000025,Upper tier local authority,26/03/2020,4,53
South Tyneside,E08000023,Upper tier local authority,26/03/2020,2,21
Southampton,E06000045,Upper tier local authority,26/03/2020,15,56
Southend-on-Sea,E06000033,Upper tier local authority,26/03/2020,8,35
Southwark,E09000028,Upper tier local authority,26/03/2020,32,345
St. Helens,E08000013,Upper tier local authority,26/03/2020,12,51
Staffordshire,E10000028,Upper tier local authority,26/03/2020,38,235
Stockport,E08000007,Upper tier local authority,26/03/2020,15,89
Stockton-on-Tees,E06000004,Upper tier local authority,26/03/2020,6,25
Stoke-on-Trent,E06000021,Upper tier local authority,26/03/2020,5,30
Suffolk,E10000029,Upper tier local authority,26/03/2020,18,95
Sunderland,E08000024,Upper tier local authority,26/03/2020,11,63
Surrey,E10000030,Upper tier local authority,26/03/2020,55,435
Sutton,E09000029,Upper tier local authority,26/03/2020,13,120
Swindon,E06000030,Upper tier local authority,26/03/2020,5,27
Tameside,E08000008,Upper tier local authority,26/03/2020,8,60
Telford and Wrekin,E06000020,Upper tier local authority,26/03/2020,6,32
Thurrock,E06000034,Upper tier local authority,26/03/2020,10,47
Torbay,E06000027,Upper tier local authority,26/03/2020,5,27
Tower Hamlets,E09000030,Upper tier local authority,26/03/2020,34,167
Trafford,E08000009,Upper tier local authority,26/03/2020,15,85
Wakefield,E08000036,Upper tier local authority,26/03/2020,14,58
Walsall,E08000030,Upper tier local authority,26/03/2020,19,141
Waltham Forest,E09000031,Upper tier local authority,26/03/2020,34,160
Wandsworth,E09000032,Upper tier local authority,26/03/2020,32,315
Warrington,E06000007,Upper tier local authority,26/03/2020,3,22
Warwickshire,E10000031,Upper tier local authority,26/03/2020,28,178
West Berkshire,E06000037,Upper tier local authority,26/03/2020,4,44
West Sussex,E10000032,Upper tier local authority,26/03/2020,20,152
Westminster,E09000033,Upper tier local authority,26/03/2020,20,237
Wigan,E08000010,Upper tier local authority,26/03/2020,15,46
Wiltshire,E06000054,Upper tier local authority,26/03/2020,7,67
Windsor and Maidenhead,E06000040,Upper tier local authority,26/03/2020,5,59
Wirral,E08000015,Upper tier local authority,26/03/2020,11,55
Wokingham,E06000041,Upper tier local authority,26/03/2020,5,33
Wolverhampton,E08000031,Upper tier local authority,26/03/2020,13,160
Worcestershire,E10000034,Upper tier local authority,26/03/2020,23,153
York,E06000014,Upper tier local authority,26/03/2020,1,19
England,E92000001,Country,25/03/2020,2257,15356
West Midlands,E12000005,Region,25/03/2020,237,1725
East of England,E12000006,Region,25/03/2020,188,1143
North West,E12000002,Region,25/03/2020,254,1501
East Midlands,E12000004,Region,25/03/2020,116,936
South West,E12000009,Region,25/03/2020,104,631
London,E12000007,Region,25/03/2020,752,5591
Yorkshire and The Humber,E12000003,Region,25/03/2020,149,949
North East,E12000001,Region,25/03/2020,76,373
South East,E12000008,Region,25/03/2020,304,2056
Barking and Dagenham,E09000002,Upper tier local authority,25/03/2020,11,95
Barnet,E09000003,Upper tier local authority,25/03/2020,45,291
Barnsley,E08000016,Upper tier local authority,25/03/2020,10,67
Bath and North East Somerset,E06000022,Upper tier local authority,25/03/2020,4,29
Bedford,E06000055,Upper tier local authority,25/03/2020,6,38
Bexley,E09000004,Upper tier local authority,25/03/2020,19,112
Birmingham,E08000025,Upper tier local authority,25/03/2020,59,461
Blackburn with Darwen,E06000008,Upper tier local authority,25/03/2020,1,12
Blackpool,E06000009,Upper tier local authority,25/03/2020,1,11
Bolton,E08000001,Upper tier local authority,25/03/2020,5,36
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,25/03/2020,5,27
Bracknell Forest,E06000036,Upper tier local authority,25/03/2020,2,20
Bradford,E08000032,Upper tier local authority,25/03/2020,7,42
Brent,E09000005,Upper tier local authority,25/03/2020,46,308
Brighton and Hove,E06000043,Upper tier local authority,25/03/2020,6,44
"Bristol, City of",E06000023,Upper tier local authority,25/03/2020,12,66
Bromley,E09000006,Upper tier local authority,25/03/2020,25,216
Buckinghamshire,E10000002,Upper tier local authority,25/03/2020,23,136
Bury,E08000002,Upper tier local authority,25/03/2020,3,38
Calderdale,E08000033,Upper tier local authority,25/03/2020,4,14
Cambridgeshire,E10000003,Upper tier local authority,25/03/2020,17,105
Camden,E09000007,Upper tier local authority,25/03/2020,22,144
Central Bedfordshire,E06000056,Upper tier local authority,25/03/2020,6,57
Cheshire East,E06000049,Upper tier local authority,25/03/2020,12,53
Cheshire West and Chester,E06000050,Upper tier local authority,25/03/2020,5,38
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,25/03/2020,4,47
County Durham,E06000047,Upper tier local authority,25/03/2020,13,47
Coventry,E08000026,Upper tier local authority,25/03/2020,16,88
Croydon,E09000008,Upper tier local authority,25/03/2020,42,277
Cumbria,E10000006,Upper tier local authority,25/03/2020,47,274
Darlington,E06000005,Upper tier local authority,25/03/2020,3,9
Derby,E06000015,Upper tier local authority,25/03/2020,11,107
Derbyshire,E10000007,Upper tier local authority,25/03/2020,20,216
Devon,E10000008,Upper tier local authority,25/03/2020,15,78
Doncaster,E08000017,Upper tier local authority,25/03/2020,10,45
Dorset,E06000059,Upper tier local authority,25/03/2020,3,34
Dudley,E08000027,Upper tier local authority,25/03/2020,17,109
Ealing,E09000009,Upper tier local authority,25/03/2020,36,243
East Riding of Yorkshire,E06000011,Upper tier local authority,25/03/2020,6,31
East Sussex,E10000011,Upper tier local authority,25/03/2020,11,56
Enfield,E09000010,Upper tier local authority,25/03/2020,21,176
Essex,E10000012,Upper tier local authority,25/03/2020,68,291
Gateshead,E08000037,Upper tier local authority,25/03/2020,1,18
Gloucestershire,E10000013,Upper tier local authority,25/03/2020,24,103
Greenwich,E09000011,Upper tier local authority,25/03/2020,19,151
Hackney,E09000012,Upper tier local authority,25/03/2020,16,140
Halton,E06000006,Upper tier local authority,25/03/2020,3,16
Hammersmith and Fulham,E09000013,Upper tier local authority,25/03/2020,17,131
Hampshire,E10000014,Upper tier local authority,25/03/2020,43,374
Haringey,E09000014,Upper tier local authority,25/03/2020,12,140
Harrow,E09000015,Upper tier local authority,25/03/2020,28,219
Hartlepool,E06000001,Upper tier local authority,25/03/2020,2,5
Havering,E09000016,Upper tier local authority,25/03/2020,14,99
Hertfordshire,E10000015,Upper tier local authority,25/03/2020,56,333
Hillingdon,E09000017,Upper tier local authority,25/03/2020,17,148
Hounslow,E09000018,Upper tier local authority,25/03/2020,17,145
Isle of Wight,E06000046,Upper tier local authority,25/03/2020,1,11
Islington,E09000019,Upper tier local authority,25/03/2020,11,135
Kensington and Chelsea,E09000020,Upper tier local authority,25/03/2020,14,127
Kent,E10000016,Upper tier local authority,25/03/2020,54,263
"Kingston upon Hull, City of",E06000010,Upper tier local authority,25/03/2020,3,8
Kingston upon Thames,E09000021,Upper tier local authority,25/03/2020,13,77
Kirklees,E08000034,Upper tier local authority,25/03/2020,10,44
Knowsley,E08000011,Upper tier local authority,25/03/2020,9,25
Lambeth,E09000022,Upper tier local authority,25/03/2020,36,315
Lancashire,E10000017,Upper tier local authority,25/03/2020,38,199
Leeds,E08000035,Upper tier local authority,25/03/2020,11,96
Leicester,E06000016,Upper tier local authority,25/03/2020,5,69
Leicestershire,E10000018,Upper tier local authority,25/03/2020,13,144
Lewisham,E09000023,Upper tier local authority,25/03/2020,26,190
Lincolnshire,E10000019,Upper tier local authority,25/03/2020,11,67
Liverpool,E08000012,Upper tier local authority,25/03/2020,24,139
Luton,E06000032,Upper tier local authority,25/03/2020,11,68
Manchester,E08000003,Upper tier local authority,25/03/2020,15,81
Medway,E06000035,Upper tier local authority,25/03/2020,10,72
Merton,E09000024,Upper tier local authority,25/03/2020,23,159
Middlesbrough,E06000002,Upper tier local authority,25/03/2020,7,17
Milton Keynes,E06000042,Upper tier local authority,25/03/2020,10,81
Newcastle upon Tyne,E08000021,Upper tier local authority,25/03/2020,19,106
Newham,E09000025,Upper tier local authority,25/03/2020,33,157
Norfolk,E10000020,Upper tier local authority,25/03/2020,12,88
North East Lincolnshire,E06000012,Upper tier local authority,25/03/2020,5,15
North Lincolnshire,E06000013,Upper tier local authority,25/03/2020,2,9
North Somerset,E06000024,Upper tier local authority,25/03/2020,7,28
North Tyneside,E08000022,Upper tier local authority,25/03/2020,4,31
North Yorkshire,E10000023,Upper tier local authority,25/03/2020,12,77
Northamptonshire,E10000021,Upper tier local authority,25/03/2020,30,129
Northumberland,E06000057,Upper tier local authority,25/03/2020,8,36
Nottingham,E06000018,Upper tier local authority,25/03/2020,9,71
Nottinghamshire,E10000024,Upper tier local authority,25/03/2020,17,131
Oldham,E08000004,Upper tier local authority,25/03/2020,14,71
Oxfordshire,E10000025,Upper tier local authority,25/03/2020,15,143
Peterborough,E06000031,Upper tier local authority,25/03/2020,1,22
Plymouth,E06000026,Upper tier local authority,25/03/2020,3,29
Portsmouth,E06000044,Upper tier local authority,25/03/2020,14,67
Reading,E06000038,Upper tier local authority,25/03/2020,8,36
Redbridge,E09000026,Upper tier local authority,25/03/2020,15,122
Redcar and Cleveland,E06000003,Upper tier local authority,25/03/2020,3,14
Richmond upon Thames,E09000027,Upper tier local authority,25/03/2020,15,90
Rochdale,E08000005,Upper tier local authority,25/03/2020,7,50
Rotherham,E08000018,Upper tier local authority,25/03/2020,10,61
Salford,E08000006,Upper tier local authority,25/03/2020,6,77
Sandwell,E08000028,Upper tier local authority,25/03/2020,17,129
Sefton,E08000014,Upper tier local authority,25/03/2020,18,52
Sheffield,E08000019,Upper tier local authority,25/03/2020,47,378
Shropshire,E06000051,Upper tier local authority,25/03/2020,4,56
Slough,E06000039,Upper tier local authority,25/03/2020,6,78
Solihull,E08000029,Upper tier local authority,25/03/2020,16,61
Somerset,E10000027,Upper tier local authority,25/03/2020,5,37
South Gloucestershire,E06000025,Upper tier local authority,25/03/2020,13,49
South Tyneside,E08000023,Upper tier local authority,25/03/2020,4,19
Southampton,E06000045,Upper tier local authority,25/03/2020,6,41
Southend-on-Sea,E06000033,Upper tier local authority,25/03/2020,2,27
Southwark,E09000028,Upper tier local authority,25/03/2020,29,313
St. Helens,E08000013,Upper tier local authority,25/03/2020,10,39
Staffordshire,E10000028,Upper tier local authority,25/03/2020,38,197
Stockport,E08000007,Upper tier local authority,25/03/2020,9,74
Stockton-on-Tees,E06000004,Upper tier local authority,25/03/2020,2,19
Stoke-on-Trent,E06000021,Upper tier local authority,25/03/2020,5,25
Suffolk,E10000029,Upper tier local authority,25/03/2020,5,77
Sunderland,E08000024,Upper tier local authority,25/03/2020,10,52
Surrey,E10000030,Upper tier local authority,25/03/2020,54,380
Sutton,E09000029,Upper tier local authority,25/03/2020,12,107
Swindon,E06000030,Upper tier local authority,25/03/2020,3,22
Tameside,E08000008,Upper tier local authority,25/03/2020,4,52
Telford and Wrekin,E06000020,Upper tier local authority,25/03/2020,3,26
Thurrock,E06000034,Upper tier local authority,25/03/2020,4,37
Torbay,E06000027,Upper tier local authority,25/03/2020,1,22
Tower Hamlets,E09000030,Upper tier local authority,25/03/2020,27,133
Trafford,E08000009,Upper tier local authority,25/03/2020,10,70
Wakefield,E08000036,Upper tier local authority,25/03/2020,11,44
Walsall,E08000030,Upper tier local authority,25/03/2020,16,122
Waltham Forest,E09000031,Upper tier local authority,25/03/2020,24,126
Wandsworth,E09000032,Upper tier local authority,25/03/2020,44,283
Warrington,E06000007,Upper tier local authority,25/03/2020,1,19
Warwickshire,E10000031,Upper tier local authority,25/03/2020,14,150
West Berkshire,E06000037,Upper tier local authority,25/03/2020,7,40
West Sussex,E10000032,Upper tier local authority,25/03/2020,23,132
Westminster,E09000033,Upper tier local authority,25/03/2020,23,217
Wigan,E08000010,Upper tier local authority,25/03/2020,6,31
Wiltshire,E06000054,Upper tier local authority,25/03/2020,5,60
Windsor and Maidenhead,E06000040,Upper tier local authority,25/03/2020,9,54
Wirral,E08000015,Upper tier local authority,25/03/2020,6,44
Wokingham,E06000041,Upper tier local authority,25/03/2020,2,28
Wolverhampton,E08000031,Upper tier local authority,25/03/2020,11,147
Worcestershire,E10000034,Upper tier local authority,25/03/2020,21,130
York,E06000014,Upper tier local authority,25/03/2020,1,18
England,E92000001,Country,24/03/2020,2023,13099
West Midlands,E12000005,Region,24/03/2020,250,1488
East of England,E12000006,Region,24/03/2020,168,955
North West,E12000002,Region,24/03/2020,254,1247
East Midlands,E12000004,Region,24/03/2020,137,820
South West,E12000009,Region,24/03/2020,68,527
London,E12000007,Region,24/03/2020,634,4839
Yorkshire and The Humber,E12000003,Region,24/03/2020,157,800
North East,E12000001,Region,24/03/2020,76,297
South East,E12000008,Region,24/03/2020,233,1752
Barking and Dagenham,E09000002,Upper tier local authority,24/03/2020,12,84
Barnet,E09000003,Upper tier local authority,24/03/2020,39,246
Barnsley,E08000016,Upper tier local authority,24/03/2020,16,57
Bath and North East Somerset,E06000022,Upper tier local authority,24/03/2020,3,25
Bedford,E06000055,Upper tier local authority,24/03/2020,8,32
Bexley,E09000004,Upper tier local authority,24/03/2020,13,93
Birmingham,E08000025,Upper tier local authority,24/03/2020,67,402
Blackburn with Darwen,E06000008,Upper tier local authority,24/03/2020,4,11
Blackpool,E06000009,Upper tier local authority,24/03/2020,1,10
Bolton,E08000001,Upper tier local authority,24/03/2020,5,31
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,24/03/2020,5,22
Bracknell Forest,E06000036,Upper tier local authority,24/03/2020,1,18
Bradford,E08000032,Upper tier local authority,24/03/2020,9,35
Brent,E09000005,Upper tier local authority,24/03/2020,28,262
Brighton and Hove,E06000043,Upper tier local authority,24/03/2020,7,38
"Bristol, City of",E06000023,Upper tier local authority,24/03/2020,4,54
Bromley,E09000006,Upper tier local authority,24/03/2020,30,191
Buckinghamshire,E10000002,Upper tier local authority,24/03/2020,9,113
Bury,E08000002,Upper tier local authority,24/03/2020,8,35
Calderdale,E08000033,Upper tier local authority,24/03/2020,1,10
Cambridgeshire,E10000003,Upper tier local authority,24/03/2020,18,88
Camden,E09000007,Upper tier local authority,24/03/2020,20,122
Central Bedfordshire,E06000056,Upper tier local authority,24/03/2020,9,51
Cheshire East,E06000049,Upper tier local authority,24/03/2020,7,41
Cheshire West and Chester,E06000050,Upper tier local authority,24/03/2020,4,33
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,24/03/2020,3,43
County Durham,E06000047,Upper tier local authority,24/03/2020,6,34
Coventry,E08000026,Upper tier local authority,24/03/2020,19,72
Croydon,E09000008,Upper tier local authority,24/03/2020,27,235
Cumbria,E10000006,Upper tier local authority,24/03/2020,45,227
Darlington,E06000005,Upper tier local authority,24/03/2020,2,6
Derby,E06000015,Upper tier local authority,24/03/2020,21,96
Derbyshire,E10000007,Upper tier local authority,24/03/2020,21,196
Devon,E10000008,Upper tier local authority,24/03/2020,6,63
Doncaster,E08000017,Upper tier local authority,24/03/2020,9,35
Dorset,E06000059,Upper tier local authority,24/03/2020,2,31
Dudley,E08000027,Upper tier local authority,24/03/2020,13,92
Ealing,E09000009,Upper tier local authority,24/03/2020,34,207
East Riding of Yorkshire,E06000011,Upper tier local authority,24/03/2020,2,25
East Sussex,E10000011,Upper tier local authority,24/03/2020,9,45
Enfield,E09000010,Upper tier local authority,24/03/2020,24,155
Essex,E10000012,Upper tier local authority,24/03/2020,37,223
Gateshead,E08000037,Upper tier local authority,24/03/2020,7,17
Gloucestershire,E10000013,Upper tier local authority,24/03/2020,14,79
Greenwich,E09000011,Upper tier local authority,24/03/2020,17,132
Hackney,E09000012,Upper tier local authority,24/03/2020,20,124
Halton,E06000006,Upper tier local authority,24/03/2020,5,13
Hammersmith and Fulham,E09000013,Upper tier local authority,24/03/2020,14,114
Hampshire,E10000014,Upper tier local authority,24/03/2020,34,331
Haringey,E09000014,Upper tier local authority,24/03/2020,19,128
Harrow,E09000015,Upper tier local authority,24/03/2020,26,191
Havering,E09000016,Upper tier local authority,24/03/2020,16,85
"Herefordshire, County of",E06000019,Upper tier local authority,24/03/2020,3,24
Hertfordshire,E10000015,Upper tier local authority,24/03/2020,45,277
Hillingdon,E09000017,Upper tier local authority,24/03/2020,18,131
Hounslow,E09000018,Upper tier local authority,24/03/2020,15,128
Islington,E09000019,Upper tier local authority,24/03/2020,20,124
Kensington and Chelsea,E09000020,Upper tier local authority,24/03/2020,7,113
Kent,E10000016,Upper tier local authority,24/03/2020,37,209
"Kingston upon Hull, City of",E06000010,Upper tier local authority,24/03/2020,1,5
Kingston upon Thames,E09000021,Upper tier local authority,24/03/2020,16,64
Kirklees,E08000034,Upper tier local authority,24/03/2020,6,34
Knowsley,E08000011,Upper tier local authority,24/03/2020,4,16
Lambeth,E09000022,Upper tier local authority,24/03/2020,26,279
Lancashire,E10000017,Upper tier local authority,24/03/2020,41,161
Leeds,E08000035,Upper tier local authority,24/03/2020,18,85
Leicester,E06000016,Upper tier local authority,24/03/2020,20,64
Leicestershire,E10000018,Upper tier local authority,24/03/2020,21,131
Lewisham,E09000023,Upper tier local authority,24/03/2020,15,164
Lincolnshire,E10000019,Upper tier local authority,24/03/2020,13,56
Liverpool,E08000012,Upper tier local authority,24/03/2020,25,115
Luton,E06000032,Upper tier local authority,24/03/2020,15,57
Manchester,E08000003,Upper tier local authority,24/03/2020,8,66
Medway,E06000035,Upper tier local authority,24/03/2020,16,62
Merton,E09000024,Upper tier local authority,24/03/2020,23,136
Middlesbrough,E06000002,Upper tier local authority,24/03/2020,2,10
Milton Keynes,E06000042,Upper tier local authority,24/03/2020,14,71
Newcastle upon Tyne,E08000021,Upper tier local authority,24/03/2020,20,87
Newham,E09000025,Upper tier local authority,24/03/2020,12,124
Norfolk,E10000020,Upper tier local authority,24/03/2020,14,76
North East Lincolnshire,E06000012,Upper tier local authority,24/03/2020,4,10
North Lincolnshire,E06000013,Upper tier local authority,24/03/2020,1,7
North Somerset,E06000024,Upper tier local authority,24/03/2020,1,21
North Tyneside,E08000022,Upper tier local authority,24/03/2020,4,27
North Yorkshire,E10000023,Upper tier local authority,24/03/2020,9,65
Northamptonshire,E10000021,Upper tier local authority,24/03/2020,16,99
Northumberland,E06000057,Upper tier local authority,24/03/2020,8,28
Nottingham,E06000018,Upper tier local authority,24/03/2020,7,62
Nottinghamshire,E10000024,Upper tier local authority,24/03/2020,17,114
Oldham,E08000004,Upper tier local authority,24/03/2020,12,57
Oxfordshire,E10000025,Upper tier local authority,24/03/2020,22,128
Peterborough,E06000031,Upper tier local authority,24/03/2020,2,21
Plymouth,E06000026,Upper tier local authority,24/03/2020,7,26
Portsmouth,E06000044,Upper tier local authority,24/03/2020,6,53
Reading,E06000038,Upper tier local authority,24/03/2020,2,28
Redbridge,E09000026,Upper tier local authority,24/03/2020,11,107
Redcar and Cleveland,E06000003,Upper tier local authority,24/03/2020,2,11
Richmond upon Thames,E09000027,Upper tier local authority,24/03/2020,13,75
Rochdale,E08000005,Upper tier local authority,24/03/2020,7,43
Rotherham,E08000018,Upper tier local authority,24/03/2020,13,51
Rutland,E06000017,Upper tier local authority,24/03/2020,1,2
Salford,E08000006,Upper tier local authority,24/03/2020,16,71
Sandwell,E08000028,Upper tier local authority,24/03/2020,17,112
Sefton,E08000014,Upper tier local authority,24/03/2020,7,34
Sheffield,E08000019,Upper tier local authority,24/03/2020,59,331
Shropshire,E06000051,Upper tier local authority,24/03/2020,9,52
Slough,E06000039,Upper tier local authority,24/03/2020,7,72
Solihull,E08000029,Upper tier local authority,24/03/2020,15,45
Somerset,E10000027,Upper tier local authority,24/03/2020,4,32
South Gloucestershire,E06000025,Upper tier local authority,24/03/2020,5,36
South Tyneside,E08000023,Upper tier local authority,24/03/2020,5,15
Southampton,E06000045,Upper tier local authority,24/03/2020,2,35
Southend-on-Sea,E06000033,Upper tier local authority,24/03/2020,6,25
Southwark,E09000028,Upper tier local authority,24/03/2020,31,284
St. Helens,E08000013,Upper tier local authority,24/03/2020,11,29
Staffordshire,E10000028,Upper tier local authority,24/03/2020,21,159
Stockport,E08000007,Upper tier local authority,24/03/2020,10,65
Stockton-on-Tees,E06000004,Upper tier local authority,24/03/2020,2,17
Stoke-on-Trent,E06000021,Upper tier local authority,24/03/2020,5,20
Suffolk,E10000029,Upper tier local authority,24/03/2020,12,72
Sunderland,E08000024,Upper tier local authority,24/03/2020,18,42
Surrey,E10000030,Upper tier local authority,24/03/2020,41,326
Sutton,E09000029,Upper tier local authority,24/03/2020,17,95
Swindon,E06000030,Upper tier local authority,24/03/2020,4,19
Tameside,E08000008,Upper tier local authority,24/03/2020,5,48
Telford and Wrekin,E06000020,Upper tier local authority,24/03/2020,4,23
Thurrock,E06000034,Upper tier local authority,24/03/2020,2,33
Torbay,E06000027,Upper tier local authority,24/03/2020,2,21
Tower Hamlets,E09000030,Upper tier local authority,24/03/2020,17,106
Trafford,E08000009,Upper tier local authority,24/03/2020,10,60
Wakefield,E08000036,Upper tier local authority,24/03/2020,7,33
Walsall,E08000030,Upper tier local authority,24/03/2020,16,106
Waltham Forest,E09000031,Upper tier local authority,24/03/2020,11,102
Wandsworth,E09000032,Upper tier local authority,24/03/2020,28,239
Warrington,E06000007,Upper tier local authority,24/03/2020,3,18
Warwickshire,E10000031,Upper tier local authority,24/03/2020,20,136
West Berkshire,E06000037,Upper tier local authority,24/03/2020,3,33
West Sussex,E10000032,Upper tier local authority,24/03/2020,20,109
Westminster,E09000033,Upper tier local authority,24/03/2020,15,194
Wigan,E08000010,Upper tier local authority,24/03/2020,6,25
Wiltshire,E06000054,Upper tier local authority,24/03/2020,8,55
Windsor and Maidenhead,E06000040,Upper tier local authority,24/03/2020,2,45
Wirral,E08000015,Upper tier local authority,24/03/2020,10,38
Wokingham,E06000041,Upper tier local authority,24/03/2020,1,26
Wolverhampton,E08000031,Upper tier local authority,24/03/2020,24,136
Worcestershire,E10000034,Upper tier local authority,24/03/2020,17,109
York,E06000014,Upper tier local authority,24/03/2020,2,17
England,E92000001,Country,23/03/2020,2026,11076
West Midlands,E12000005,Region,23/03/2020,238,1238
East of England,E12000006,Region,23/03/2020,204,787
North West,E12000002,Region,23/03/2020,176,993
East Midlands,E12000004,Region,23/03/2020,117,683
South West,E12000009,Region,23/03/2020,62,459
London,E12000007,Region,23/03/2020,688,4205
Yorkshire and The Humber,E12000003,Region,23/03/2020,144,643
North East,E12000001,Region,23/03/2020,59,221
South East,E12000008,Region,23/03/2020,282,1519
Barking and Dagenham,E09000002,Upper tier local authority,23/03/2020,11,72
Barnet,E09000003,Upper tier local authority,23/03/2020,30,207
Barnsley,E08000016,Upper tier local authority,23/03/2020,13,41
Bath and North East Somerset,E06000022,Upper tier local authority,23/03/2020,4,22
Bedford,E06000055,Upper tier local authority,23/03/2020,11,24
Bexley,E09000004,Upper tier local authority,23/03/2020,17,80
Birmingham,E08000025,Upper tier local authority,23/03/2020,65,335
Blackburn with Darwen,E06000008,Upper tier local authority,23/03/2020,3,7
Blackpool,E06000009,Upper tier local authority,23/03/2020,1,9
Bolton,E08000001,Upper tier local authority,23/03/2020,2,26
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,23/03/2020,1,17
Bracknell Forest,E06000036,Upper tier local authority,23/03/2020,2,17
Bradford,E08000032,Upper tier local authority,23/03/2020,6,26
Brent,E09000005,Upper tier local authority,23/03/2020,46,234
Brighton and Hove,E06000043,Upper tier local authority,23/03/2020,4,31
